reason_station_invalid,area_swept_ha_der,datetime_utc_iso,depth_hi_prec_m,door_width_m_der,fluorescence_at_surface_mg_per_m3_der,gear_end_latitude_dd,gear_end_longitude_dd,gear_start_latitude_dd,gear_start_longitude_dd,invertebrate_weight_kg,latitude_dd,leg,longitude_dd,net_height_m_der,net_width_m_der,nonspecific_organics_weight_kg,o2_at_gear_ml_per_l_der,operation_dim$legacy_performance_code,pass,performance,project,salinity_at_gear_psu_der,sampling_end_hhmmss,sampling_start_hhmmss,station_invalid,temperature_at_gear_c_der,temperature_at_surface_c_der,trawl_id,turbidity_ntu_der,vertebrate_weight_kg,vessel,vessel_end_latitude_dd,vessel_end_longitude_dd,vessel_start_latitude_dd,vessel_start_longitude_dd,year,date_formatted
NA,1.86373607377,2023-09-02T00:00:00Z,359.6,43.4059,NA,45.0674645,-124.4747698,45.0573574,-124.4646767,136.569,45.06194444,2,-124.47027778,5.18,13.2237,2.481,1.48,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.988,143409,141629,0,6.559,16.7,202303017051,NA,222.86,Noahs Ark,45.0727017,-124.4776283,45.0632283,-124.4699383,2023,2023-Sep-02
NA,2.079907694762,2023-09-02T00:00:00Z,547,46.3296,NA,45.2354359,-124.7207117,45.2243695,-124.7106832,32.697,45.23083333,2,-124.71694444,4.8777,13.9061,32.133,0.745,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.069,173332,171253,0,5.203,17.2,202303017052,NA,141.5,Noahs Ark,45.2424467,-124.72359,45.2332133,-124.7159667,2023,2023-Sep-02
NA,1.799030518633,2023-09-03T00:00:00Z,421,43.1046,NA,45.6021716,-124.7007548,45.6142252,-124.7021654,148.009,45.60638889,2,-124.70138889,5.1502,13.1613,15.811,1.123,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.017,070419,064532,0,6.205,17.2,202303017053,NA,239.27,Noahs Ark,45.596035,-124.699655,45.6063317,-124.703485,2023,2023-Sep-03
NA,1.813221840235,2023-09-03T00:00:00Z,187.5,41.4743,NA,45.641116,-124.4257691,45.649003,-124.4395303,10.79,45.645,2,-124.43277778,5.0767,13.0404,0.89,1.545,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.885,100218,094455,0,7.651,16.1,202303017054,NA,513.772,Noahs Ark,45.639895,-124.421735,45.646785,-124.43538,2023,2023-Sep-03
NA,2.004859329102,2023-09-03T00:00:00Z,181.5,44.8782,NA,45.7528892,-124.4895205,45.7426085,-124.4782403,53.98,45.74722222,2,-124.48361111,4.9677,13.5951,NA,1.633,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.859,125753,123951,0,7.669,17,202303017055,NA,418.56,Noahs Ark,45.755595,-124.4918017,45.7468817,-124.48161,2023,2023-Sep-03
NA,1.598669126741,2023-09-03T00:00:00Z,151,37.7842,NA,45.7407566,-124.3367291,45.7478062,-124.3492464,11.642,45.74416667,2,-124.3425,5.4948,11.9818,4.698,1.672,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.819,154134,152457,0,7.791,16.3,202303017056,NA,423.89,Noahs Ark,45.738405,-124.3340433,45.7451083,-124.345715,2023,2023-Sep-03
NA,1.93706601604,2023-09-03T00:00:00Z,120,39.386,NA,45.5622876,-124.1753616,45.5737582,-124.183154,56.77,45.56861111,2,-124.17916667,5.3646,12.2645,NA,0.931,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.746,175939,174125,0,7.97,15.8,202303017057,NA,179.64,Noahs Ark,45.559775,-124.174245,45.5708883,-124.18202,2023,2023-Sep-03
NA,1.898384443121,2023-09-04T00:00:00Z,352.8,44.7878,NA,44.8429721,-124.7974696,44.8498811,-124.7841244,32.434,44.84722222,2,-124.79138889,2.13,13.3964,0.506,1.348,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.957,070406,064453,0,6.418,17.7,202303017058,NA,132.96,Noahs Ark,44.83945,-124.8033317,44.848625,-124.7948417,2023,2023-Sep-04
NA,2.102783800029,2023-09-04T00:00:00Z,313.2,45.2912,NA,44.8331744,-124.5920607,44.8197755,-124.5944509,126.117,44.82666667,2,-124.59388889,4.3848,13.6476,NA,1.736,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.914,091754,085848,0,7.292,17.3,202303017059,NA,628.743,Noahs Ark,44.8380433,-124.5893467,44.826915,-124.591745,2023,2023-Sep-04
NA,1.506963157181,2023-09-04T00:00:00Z,81.1,30.8355,NA,44.5747414,-124.3023693,44.5872009,-124.3051098,19.25,44.58083333,2,-124.30361111,5.6933,10.6385,NA,0.499,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.52,123429,121733,0,8.025,14.1,202303017060,NA,171.66,Noahs Ark,44.57256,-124.3024583,44.5846483,-124.3050433,2023,2023-Sep-04
NA,1.957480032597,2023-09-04T00:00:00Z,103.9,35.5466,NA,44.4068142,-124.5409272,44.4205665,-124.5419858,8,44.41444444,2,-124.54111111,5.4661,12.6916,NA,0.625,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.734,170158,164352,0,8.063,15.7,202303017062,NA,132.25,Noahs Ark,44.404475,-124.5414467,44.4167917,-124.542315,2023,2023-Sep-04
NA,1.781902591195,2023-09-04T00:00:00Z,105.9,37.9448,NA,44.4031808,-124.5631141,44.3933172,-124.5526335,16.94,44.39916667,2,-124.55666667,7.7043,12.3168,NA,0.707,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.717,184209,182348,0,8.09,15.8,202303017063,NA,298.85,Noahs Ark,44.404545,-124.5660083,44.3970517,-124.5523133,2023,2023-Sep-04
NA,1.519124330736,2023-09-05T00:00:00Z,71.7,32.3243,NA,44.3387531,-124.2892309,44.350989,-124.2906179,75.98,44.34527778,2,-124.28972222,5.8454,10.9851,NA,1.655,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.712,065805,064016,0,8.227,14.2,202303017064,NA,326.05,Noahs Ark,44.3370767,-124.289515,44.34844,-124.2908483,2023,2023-Sep-05
NA,1.588442375705,2023-09-05T00:00:00Z,97.3,39.7409,NA,44.2838805,-124.527689,44.2729654,-124.5265933,85.13,44.28055556,2,-124.52722222,5.5793,12.6276,NA,0.738,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.792,091828,085950,0,8.057,14.8,202303017065,NA,272,Noahs Ark,44.28621,-124.5281633,44.2762683,-124.525785,2023,2023-Sep-05
NA,1.845017031387,2023-09-05T00:00:00Z,122.2,35.2861,NA,44.0707998,-124.6998218,44.0838017,-124.6924662,15.91,44.07777778,2,-124.69611111,5.5884,11.6076,NA,0.606,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.798,113934,112147,0,7.991,15.6,202303017066,NA,437.65,Noahs Ark,44.06851,-124.7014833,44.0807817,-124.6953767,2023,2023-Sep-05
NA,1.914533687477,2023-09-05T00:00:00Z,139,38.4944,NA,44.0443786,-124.5755385,44.0573691,-124.5823205,11.52,44.05083333,2,-124.57861111,5.2657,12.2441,NA,0.797,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.89,131850,130113,0,7.999,14.5,202303017067,NA,336.11,Noahs Ark,44.0418067,-124.57489,44.0534183,-124.5809983,2023,2023-Sep-05
NA,1.854230958961,2023-09-05T00:00:00Z,184.4,38.7207,NA,43.944346,-124.5992795,43.9575365,-124.6011737,30.1,43.95111111,2,-124.6,5.2524,12.3293,NA,1.555,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.949,152007,150223,0,7.988,14.7,202303017068,NA,761.4,Noahs Ark,43.940665,-124.5996267,43.9527583,-124.6019533,2023,2023-Sep-05
NA,1.853372714896,2023-09-05T00:00:00Z,110.8,42.4423,NA,43.9029871,-124.2994477,43.9151228,-124.3042335,88,43.90944444,2,-124.30194444,5.1667,12.8112,NA,1.262,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.814,183111,181304,0,8.327,13.9,202303017069,NA,231.49,Noahs Ark,43.90061,-124.2989383,43.9114167,-124.3034583,2023,2023-Sep-05
NA,1.660237019832,2023-09-02T00:00:00Z,132.3,37.9408,NA,45.061366,-124.1959139,45.0498582,-124.2010044,26.51,45.05527778,2,-124.19888889,5.6023,12.0627,NA,1.203,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.835,101213,095512,0,7.897,13.6,202303017048,NA,176.74,Noahs Ark,45.0634533,-124.1940183,45.0531333,-124.198635,2023,2023-Sep-02
NA,1.789782927032,2023-09-02T00:00:00Z,108.8,38.4528,NA,45.0633234,-124.1600694,45.050459,-124.1586196,72.96,45.05666667,2,-124.15944444,5.688,12.375,NA,0.663,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.78,120344,114554,0,7.917,13.5,202303017050,NA,62.72,Noahs Ark,45.0658117,-124.1596867,45.054245,-124.1579367,2023,2023-Sep-02
NA,1.724516174778,2023-09-07T00:00:00Z,450.1,39.9318,NA,43.7806894,-124.6866381,43.7683929,-124.6863726,92.69,43.775,2,-124.68722222,5.2553,12.3487,139.82,1.125,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.03,103849,101816,0,6.268,15.8,202303017073,NA,305.9,Noahs Ark,43.7858383,-124.6843067,43.7766467,-124.6844733,2023,2023-Sep-07
NA,1.743217701465,2023-09-07T00:00:00Z,340,44.7376,NA,43.8495822,-124.7505078,43.8473865,-124.7354817,280.16,43.84805556,2,-124.74111111,4.8752,13.4738,NA,1.522,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.997,130612,124741,0,6.889,15.9,202303017074,NA,636.63,Noahs Ark,43.8498267,-124.7582767,43.850465,-124.7440467,2023,2023-Sep-07
NA,2.164062649334,2023-09-07T00:00:00Z,641.1,47.5092,NA,43.5773263,-124.8326396,43.5659192,-124.8237811,61.363,43.57138889,2,-124.82861111,4.8341,13.9683,57.557,0.335,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.185,162508,160356,0,4.75,16.7,202303017075,NA,272.82,Noahs Ark,43.5842133,-124.8381133,43.5762267,-124.8296417,2023,2023-Sep-07
NA,2.298334737738,2023-09-08T00:00:00Z,1154.6,28.3555,NA,43.5548959,-125.0871877,43.5388934,-125.0771415,51.79,43.54694444,2,-125.08,2.4807,11.521,NA,0.414,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.445,072928,065504,0,3.227,18.9,202303017076,NA,234.79,Noahs Ark,43.5579433,-125.092425,43.554865,-125.08237,2023,2023-Sep-08
NA,2.51415122867,2023-09-08T00:00:00Z,968,44.6037,NA,43.3865881,-125.0662359,43.3713733,-125.0572541,60.633,43.37888889,2,-125.06027778,4.8896,13.5054,0.637,0.27,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.397,104231,101710,0,3.641,16.6,202303017077,NA,440.98,Noahs Ark,43.393905,-125.074635,43.38656,-125.0617517,2023,2023-Sep-08
NA,2.169779752513,2023-09-08T00:00:00Z,535.5,46.564,NA,43.420704,-124.7915685,43.4129616,-124.8062235,49.24,43.41583333,2,-124.80194444,4.8735,13.9791,17.48,0.587,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.108,135719,133808,0,5.195,15.8,202303017078,NA,277.43,Noahs Ark,43.423645,-124.7827733,43.4183667,-124.7952717,2023,2023-Sep-08
NA,1.98730980333,2023-09-08T00:00:00Z,280.6,43.522,NA,43.287372,-124.7307358,43.3002689,-124.728193,11.79,43.29444444,2,-124.72861111,4.9784,13.4839,NA,1.575,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.99,160244,154336,0,7.184,15.4,202303017079,NA,945.94,Noahs Ark,43.2829133,-124.7319767,43.2935283,-124.7297,2023,2023-Sep-08
NA,1.830173919365,2023-09-09T00:00:00Z,367.9,39.9502,NA,42.8229093,-124.888543,42.8352488,-124.8919908,8.165,42.82888889,2,-124.89027778,5.2891,12.9557,1.335,1.49,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.011,091822,085900,0,6.667,12,202303017081,NA,241.61,Noahs Ark,42.817245,-124.8873433,42.82757,-124.8928467,2023,2023-Sep-09
NA,1.704732923275,2023-09-09T00:00:00Z,514.3,38.0848,NA,42.688475,-124.7603685,42.7009362,-124.7585895,38.92,42.69444444,2,-124.75944444,4.7392,12.0568,NA,0.664,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.105,112239,110418,0,5.483,12.5,202303017082,NA,672.92,Noahs Ark,42.6801817,-124.7626317,42.6916333,-124.76294,2023,2023-Sep-09
NA,2.780540006247,2023-09-09T00:00:00Z,796.8,45.0618,NA,42.6572963,-124.8752032,42.643895,-124.863966,89.48,42.64805556,2,-124.86777778,4.5523,15.1986,77.56,0.189,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.34,140122,133500,0,4.124,13.6,202303017083,NA,735.07,Noahs Ark,42.6646533,-124.8815217,42.6564533,-124.870245,2023,2023-Sep-09
NA,1.930812609383,2023-09-09T00:00:00Z,656.5,46.3006,NA,42.679879,-124.8145089,42.6698092,-124.8066307,35.837,42.67472222,2,-124.81055556,5.0338,14.1396,0.113,0.299,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.204,165113,162955,0,4.809,13.7,202303017084,NA,800.32,Noahs Ark,42.6912883,-124.82024,42.6814367,-124.8127333,2023,2023-Sep-09
NA,2.046936874853,2023-09-09T00:00:00Z,477.2,36.3984,NA,42.5923221,-124.7633415,42.6068258,-124.7585013,57.27,42.59944444,2,-124.76111111,2.56,11.8287,NA,0.911,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.07,184654,182618,0,5.937,14,202303017085,NA,731.65,Noahs Ark,42.5849517,-124.7667933,42.5976,-124.7650633,2023,2023-Sep-09
NA,1.430647150637,2023-09-10T00:00:00Z,594.5,34.8349,NA,42.159711,-124.7392854,42.1708275,-124.7398857,23.012,42.16555556,2,-124.73916667,6.3107,11.4154,5.508,0.403,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.157,072059,070322,0,5.044,14.9,202303017086,NA,376.84,Noahs Ark,42.1504633,-124.742135,42.1609567,-124.7414183,2023,2023-Sep-10
NA,1.557893909538,2023-09-10T00:00:00Z,624.2,36.9077,NA,42.1346883,-124.7478931,42.146124,-124.7491994,14.801,42.14,2,-124.74888889,4.7791,12.1034,5.369,0.353,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.175,093930,091932,0,4.866,14.3,202303017087,NA,293.4,Noahs Ark,42.1264883,-124.7460117,42.1355583,-124.75111,2023,2023-Sep-10
NA,2.008421231221,2023-09-10T00:00:00Z,754.9,39.7465,NA,41.9598818,-124.7845419,41.9722142,-124.776212,12.248,41.96611111,2,-124.77972222,5.5199,12.536,0.742,0.183,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.304,120719,114629,0,4.246,15,202303017088,NA,321.81,Noahs Ark,41.9518133,-124.7918883,41.9612583,-124.7842517,2023,2023-Sep-10
NA,3.613333103717,2023-09-10T00:00:00Z,1086.4,41.3619,NA,41.720896,-125.0049537,41.7459226,-125.0074096,162.288,41.735,2,-125.00777778,4.9344,12.8018,2.202,0.448,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.454,155213,151633,0,3.141,16.4,202303017089,NA,826.97,Noahs Ark,41.712275,-124.999995,41.7293583,-125.00945,2023,2023-Sep-10
NA,3.109206322065,2023-09-10T00:00:00Z,885.9,NA,NA,41.6535747,-124.8355832,41.6758986,-124.8448635,28.895,41.66861111,2,-124.84305556,5.6534,11.8564,1.195,0.168,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.328,183202,180955,0,4.099,18.5,202303017090,NA,532.73,Noahs Ark,41.6534683,-124.8354883,41.6643333,-124.8414683,2023,2023-Sep-10
NA,2.088032917821,2023-09-11T00:00:00Z,360.3,NA,NA,41.9302907,-124.5822682,41.9181489,-124.5747708,49.803,41.92416667,2,-124.57861111,4.4774,14.0207,22.707,1.662,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.004,070646,064748,0,7.103,15.5,202303017091,NA,901.75,Noahs Ark,41.93455,-124.584535,41.923495,-124.578255,2023,2023-Sep-11
NA,1.814338858058,2023-09-06T00:00:00Z,115.8,44.2566,NA,43.6727491,-124.3715684,43.6609074,-124.37017,84.3,43.66611111,2,-124.37083333,5.1728,13.3605,NA,1.839,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.79,132201,130403,0,8.481,14.1,202303017071,NA,275.87,Noahs Ark,43.6749933,-124.3716867,43.6645933,-124.369725,2023,2023-Sep-06
NA,1.444218008965,2023-09-07T00:00:00Z,169.4,43.0927,NA,43.7143367,-124.5248333,43.7067933,-124.51684,11.78,43.71111111,2,-124.52083333,4.9971,12.9999,NA,1.647,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.913,080227,074439,0,8.309,14.2,202303017072,NA,441.4,Noahs Ark,43.7169433,-124.5273083,43.7075433,-124.51743,2023,2023-Sep-07
NA,1.421360199395,2023-09-18T00:00:00Z,102.7,34.391,NA,39.8338952,-123.9417137,39.8431638,-123.9488348,18.69,39.83944444,3,-123.94555556,5.56,11.3818,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,142622,140928,0,10.4965,13.1,202303017108,NA,61.8,Noahs Ark,39.831325,-123.94056,39.842115,-123.94858,2023,2023-Sep-18
NA,2.025110400489,2023-09-19T00:00:00Z,964.7,43.2499,NA,39.3459834,-124.1756446,39.3594091,-124.1770149,3.282,39.35333333,3,-124.17583333,5.0288,13.2261,0.498,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,073549,071643,0,3.8063,16.6,202303017111,NA,353.06,Noahs Ark,39.333175,-124.1783517,39.3444517,-124.1793967,2023,2023-Sep-19
NA,1.582084138196,2023-09-19T00:00:00Z,872.1,42.1589,NA,39.2420378,-124.135672,39.2529848,-124.1366401,8.16,39.24694444,3,-124.13611111,5.1808,12.8608,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,093830,092137,0,4.1322,17.6,202303017112,NA,293.36,Noahs Ark,39.2303867,-124.1387433,39.2405333,-124.138845,2023,2023-Sep-19
NA,1.717709544591,2023-09-19T00:00:00Z,84.4,38.3239,NA,39.0788102,-123.7711776,39.091553,-123.7721241,13.613,39.08527778,3,-123.77166667,5.916,11.9661,0.883,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,130426,124654,0,11.2946,13.8,202303017114,NA,60.955,Noahs Ark,39.0770083,-123.7713717,39.0887917,-123.773015,2023,2023-Sep-19
NA,1.861772517498,2023-09-17T00:00:00Z,483.1,41.7128,NA,40.8740269,-124.5073764,40.8624707,-124.5008508,197.71,40.86888889,3,-124.50472222,5.1804,12.8209,NA,0.856,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.107,143329,141529,0,6.395,14.4,202303017103,NA,316.54,Noahs Ark,40.8810317,-124.5087417,40.87061,-124.5031067,2023,2023-Sep-17
NA,1.668019713573,2023-09-17T00:00:00Z,860.6,46.3499,NA,40.9711023,-124.7686613,40.9614934,-124.7624926,22.767,40.96611111,3,-124.76472222,5.1148,13.5193,1.123,0.253,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.342,171802,165744,0,4.268,16,202303017104,NA,465.65,Noahs Ark,40.9797667,-124.7781367,40.97498,-124.7647017,2023,2023-Sep-17
NA,2.382914218201,2023-09-18T00:00:00Z,763.6,48.4458,NA,40.0777328,-124.4804722,40.0891679,-124.4922898,79.103,40.07972222,3,-124.4825,4.6844,14.1174,0.707,0.222,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.328,072624,070333,0,4.358,13.5,202303017105,NA,316.21,Noahs Ark,40.0709717,-124.4712067,40.0772317,-124.4832133,2023,2023-Sep-18
NA,1.563298713024,2023-09-18T00:00:00Z,109.6,42.3386,NA,40.0808359,-124.1687978,40.0883369,-124.1606479,32.179,40.08444444,3,-124.16361111,5.0367,12.9398,1.931,2.196,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.807,101016,095237,0,10.025,13.6,202303017106,NA,183.37,Noahs Ark,40.0796767,-124.17168,40.0877017,-124.161445,2023,2023-Sep-18
NA,1.442743980609,2023-09-18T00:00:00Z,147.5,43.1665,NA,39.9350788,-124.1349203,39.9423068,-124.1438832,2.47,39.93861111,3,-124.13916667,6.2114,12.9663,NA,2.208,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.819,121948,120116,0,9.97,13.3,202303017107,NA,503.17,Noahs Ark,39.9333633,-124.132635,39.9399867,-124.1406117,2023,2023-Sep-18
NA,1.56731997797,2023-09-18T00:00:00Z,134.7,38.2621,NA,39.6416398,-123.9140073,39.6533414,-123.9131562,8.294,39.64722222,3,-123.91361111,5.6929,12.0169,NA,2.182,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.79,162258,160558,0,10.178,12.8,202303017109,NA,53.766,Noahs Ark,39.6395683,-123.9141783,39.6507483,-123.91318,2023,2023-Sep-18
NA,1.715455810942,2023-09-18T00:00:00Z,119.2,39.6691,NA,39.6029517,-123.8804919,39.6153718,-123.881587,38.858,39.60916667,3,-123.88111111,5.1156,12.3818,0.892,2.369,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.765,180407,174635,0,10.302,12.9,202303017110,NA,104.4,Noahs Ark,39.60082,-123.8801333,39.6127333,-123.8813617,2023,2023-Sep-18
NA,1.55180713678,2023-09-15T00:00:00Z,399.5,38.5911,NA,41.9942227,-124.6157017,42.00546,-124.6193324,69.601,41.99888889,3,-124.6175,5.555,12.0438,0.999,0.935,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.081,071922,070151,0,6.397,15,202303017092,NA,719.03,Noahs Ark,41.9906733,-124.6140667,42.0003267,-124.6180017,2023,2023-Sep-15
NA,1.53981609076,2023-09-15T00:00:00Z,130.3,36.4813,NA,41.631017,-124.4263661,41.6423859,-124.4231203,13.26,41.63638889,3,-124.42444444,5.4544,11.7404,0.751,2.178,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.821,150916,145202,0,9.367,13.2,202303017095,NA,133.179,Noahs Ark,41.6285333,-124.4280183,41.6388917,-124.4246633,2023,2023-Sep-15
NA,1.800364807502,2023-09-15T00:00:00Z,73,36.6472,NA,41.6326308,-124.3244637,41.6437615,-124.3316067,28.88,41.63861111,3,-124.32805556,5.4683,11.8666,NA,2.703,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.704,170058,164253,0,9.54,13,202303017096,NA,51.37,Noahs Ark,41.6308967,-124.3237167,41.6417717,-124.330905,2023,2023-Sep-15
NA,1.829069909014,2023-09-15T00:00:00Z,93,40.4688,NA,41.5646212,-124.3606676,41.5773705,-124.3589717,43.02,41.57083333,3,-124.35972222,5.2837,12.7477,NA,2.354,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.74,182851,181055,0,9.471,14.2,202303017097,NA,34.02,Noahs Ark,41.5626267,-124.3614983,41.57433,-124.3600283,2023,2023-Sep-15
NA,1.433351244602,2023-09-16T00:00:00Z,313.8,38.0244,NA,41.5237312,-124.5136979,41.5343588,-124.5124035,147.65,41.52972222,3,-124.51277778,5.4679,12.0178,NA,1.436,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.048,071331,065729,0,7.343,13.5,202303017098,NA,1442.03,Noahs Ark,41.5179717,-124.5157417,41.5282483,-124.5142133,2023,2023-Sep-16
NA,1.500892005862,2023-09-16T00:00:00Z,192.4,36.2249,NA,41.4970973,-124.4864862,41.5083647,-124.4881996,25.04,41.5025,3,-124.4875,5.0964,11.8009,NA,1.647,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.989,100903,095156,0,8.984,13.4,202303017099,NA,540.2,Noahs Ark,41.4940833,-124.4858133,41.5048067,-124.4894067,2023,2023-Sep-16
NA,1.644359302301,2023-09-16T00:00:00Z,88.9,40.4128,NA,41.0338354,-124.274645,41.0450533,-124.2754728,17.905,41.03972222,3,-124.27472222,5.1139,12.6215,7.473,3.047,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.71,154659,152907,0,10.025,14.8,202303017101,NA,127.032,Noahs Ark,41.031795,-124.2749233,41.0429833,-124.276055,2023,2023-Sep-16
NA,1.522853853447,2023-09-16T00:00:00Z,63.8,38.1865,NA,40.9648025,-124.236133,40.9751052,-124.2374443,70.68,40.97027778,3,-124.23666667,5.8248,11.9588,NA,3.144,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.639,173538,171713,0,10.19,14.1,202303017102,NA,103.65,Noahs Ark,40.9633017,-124.236165,40.9736967,-124.2377967,2023,2023-Sep-16
NA,1.74376449124,2023-09-15T00:00:00Z,838.2,38.7816,NA,41.6289576,-124.6492113,41.6411816,-124.6457589,26.558,41.635,3,-124.6475,5.4032,12.3369,3.462,0.204,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.326,123510,121606,0,4.246,16.5,202303017094,NA,301.97,Noahs Ark,41.6180783,-124.654435,41.6291,-124.6527067,2023,2023-Sep-15
NA,1.936169045581,2023-09-19T00:00:00Z,101.2,43.7332,NA,39.0438092,-123.8317821,39.0569875,-123.8300887,10.723,39.05055556,3,-123.83083333,5.0623,13.0384,0.257,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,144040,142208,0,10.406,14,202303017115,NA,92.7,Noahs Ark,39.0420167,-123.8324983,39.0533167,-123.8315333,2023,2023-Sep-19
NA,1.797546192836,2023-09-19T00:00:00Z,279.7,40.2515,NA,38.748121,-123.8344992,38.7602817,-123.8394836,70.32,38.75472222,3,-123.83722222,5.0005,12.4253,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,173753,172055,0,8.5344,14.3,202303017116,NA,1051.9,Noahs Ark,38.7428967,-123.8329783,38.7538883,-123.83808,2023,2023-Sep-19
NA,1.421253781984,2023-09-20T00:00:00Z,262.3,38.3203,NA,38.5213065,-123.6464618,38.530145,-123.652644,106.12,38.52583333,3,-123.64944444,5.3979,12.2703,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,081610,080000,0,8.4378,14,202303017117,NA,825.95,Noahs Ark,38.5165983,-123.6445583,38.52512,-123.6507417,2023,2023-Sep-20
NA,1.668348029175,2023-09-20T00:00:00Z,133.3,37.8998,NA,38.4460397,-123.4283792,38.4567602,-123.4355194,8.05,38.45138889,3,-123.43166667,5.488,12.1415,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,115340,113655,0,10.031,13.3,202303017118,NA,99.47,Noahs Ark,38.44341,-123.4271717,38.453355,-123.4342733,2023,2023-Sep-20
NA,1.95079518093,2023-09-21T00:00:00Z,74.7,39.847,NA,38.14386,-123.0635444,38.1566514,-123.0605586,103.55,38.15111111,3,-123.06138889,4.9887,12.5577,3.038,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,074323,072502,0,11.4934,15.8,202303017121,NA,183.332,Noahs Ark,38.1424167,-123.0644317,38.1554367,-123.06095,2023,2023-Sep-21
NA,1.73358236125,2023-09-21T00:00:00Z,349.5,38.7953,NA,38.1929225,-123.4287469,38.2050595,-123.4260024,15.62,38.19861111,3,-123.42722222,5.197,12.425,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,142123,140423,0,7.5267,13.7,202303017123,NA,1134.28,Noahs Ark,38.187345,-123.4315067,38.198905,-123.4290117,2023,2023-Sep-21
